Metric,Value
clock__skew__worst_hold__corner:max_ss_100C_1v60,-0.3098900945787919
clock__skew__worst_setup__corner:max_ss_100C_1v60,0.3102090616627877
timing__hold__ws__corner:max_ss_100C_1v60,0.9031275982688958
timing__setup__ws__corner:max_ss_100C_1v60,29.32217929236381
timing__hold__tns__corner:max_ss_100C_1v60,0.0
timing__setup__tns__corner:max_ss_100C_1v60,0.0
timing__hold__wns__corner:max_ss_100C_1v60,0
timing__setup__wns__corner:max_ss_100C_1v60,0.0
timing__hold_vio__count__corner:max_ss_100C_1v60,0
timing__hold_r2r__ws__corner:max_ss_100C_1v60,0.903128
timing__hold_r2r_vio__count__corner:max_ss_100C_1v60,0
timing__setup_vio__count__corner:max_ss_100C_1v60,0
timing__setup_r2r__ws__corner:max_ss_100C_1v60,30.966661
timing__setup_r2r_vio__count__corner:max_ss_100C_1v60,0
timing__unannotated_net__count__corner:max_ss_100C_1v60,42
timing__unannotated_net_filtered__count__corner:max_ss_100C_1v60,0
design__max_slew_violation__count__corner:max_ff_n40C_1v95,488
design__max_fanout_violation__count__corner:max_ff_n40C_1v95,120
design__max_cap_violation__count__corner:max_ff_n40C_1v95,311
clock__skew__worst_hold__corner:max_ff_n40C_1v95,-0.28429717718016445
clock__skew__worst_setup__corner:max_ff_n40C_1v95,0.28463476825592504
timing__hold__ws__corner:max_ff_n40C_1v95,0.11788959031547987
timing__setup__ws__corner:max_ff_n40C_1v95,29.57336503834322
timing__hold__tns__corner:max_ff_n40C_1v95,0.0
timing__setup__tns__corner:max_ff_n40C_1v95,0.0
timing__hold__wns__corner:max_ff_n40C_1v95,0
timing__setup__wns__corner:max_ff_n40C_1v95,0.0
timing__hold_vio__count__corner:max_ff_n40C_1v95,0
timing__hold_r2r__ws__corner:max_ff_n40C_1v95,0.117890
timing__hold_r2r_vio__count__corner:max_ff_n40C_1v95,0
timing__setup_vio__count__corner:max_ff_n40C_1v95,0
timing__setup_r2r__ws__corner:max_ff_n40C_1v95,Infinity
timing__setup_r2r_vio__count__corner:max_ff_n40C_1v95,0
timing__unannotated_net__count__corner:max_ff_n40C_1v95,42
timing__unannotated_net_filtered__count__corner:max_ff_n40C_1v95,0
timing__unannotated_net__count,42
timing__unannotated_net_filtered__count,0
design_powergrid__voltage__worst__net:VPWR__corner:nom_tt_025C_1v80,1.79997
design_powergrid__drop__average__net:VPWR__corner:nom_tt_025C_1v80,1.8
design_powergrid__drop__worst__net:VPWR__corner:nom_tt_025C_1v80,0.0000253704
design_powergrid__voltage__worst__net:VGND__corner:nom_tt_025C_1v80,0.0000273704
design_powergrid__drop__average__net:VGND__corner:nom_tt_025C_1v80,5.31088E-7
design_powergrid__drop__worst__net:VGND__corner:nom_tt_025C_1v80,0.0000273704
design_powergrid__voltage__worst,0.0000273704
design_powergrid__voltage__worst__net:VPWR,1.79997
design_powergrid__drop__worst,0.0000273704
design_powergrid__drop__worst__net:VPWR,0.0000253704
design_powergrid__voltage__worst__net:VGND,0.0000273704
design_powergrid__drop__worst__net:VGND,0.0000273704
ir__voltage__worst,1.8000000000000000444089209850062616169452667236328125
ir__drop__avg,5.26999999999999994151705061395940532520398846827447414398193359375E-7
ir__drop__worst,0.0000254000000000000007564261716996867335183196701109409332275390625
magic__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
